cycles,ns,cdf
576,480.0,0
576,480.0,0.01183938980102539
592,493.3333333333333,0.6657353043556213
608,506.6666666666667,0.9734535217285156
624,520.0,0.9785069823265076
640,533.3333333333334,0.9811046719551086
656,546.6666666666666,0.9835638999938965
672,560.0,0.9858747720718384
688,573.3333333333334,0.9883496761322021
704,586.6666666666666,0.9908146858215332
720,600.0,0.9925686120986938
736,613.3333333333334,0.9944469928741455
752,626.6666666666666,0.9962233901023865
768,640.0,0.9979804754257202
784,653.3333333333334,0.9991825222969055
800,666.6666666666666,0.9992892742156982
816,680.0,0.9993042945861816
832,693.3333333333334,0.9996229410171509
848,706.6666666666666,0.9999798536300659
864,720.0,0.9999909996986389
880,733.3333333333334,0.999995231628418
896,746.6666666666666,0.9999964237213135
912,760.0,0.9999974370002747
928,773.3333333333334,0.9999983310699463
944,786.6666666666666,0.9999996423721313
960,800.0,0.9999999403953552
1008,840.0,1.0
576,480.0,0
576,480.0,0.011843502521514893
592,493.3333333333333,0.6590297222137451
608,506.6666666666667,0.9726154208183289
624,520.0,0.9779135584831238
640,533.3333333333334,0.9806132912635803
656,546.6666666666666,0.9831046462059021
672,560.0,0.9854589700698853
688,573.3333333333334,0.9879998564720154
704,586.6666666666666,0.9904674887657166
720,600.0,0.9922340512275696
736,613.3333333333334,0.9941692352294922
752,626.6666666666666,0.9960302114486694
768,640.0,0.9978609681129456
784,653.3333333333334,0.9991225600242615
800,666.6666666666666,0.9992823600769043
816,680.0,0.999305009841919
832,693.3333333333334,0.9996246099472046
848,706.6666666666666,0.9999798536300659
864,720.0,0.9999927878379822
880,733.3333333333334,0.9999964833259583
896,746.6666666666666,0.999997615814209
912,760.0,0.9999985694885254
928,773.3333333333334,0.9999993443489075
944,786.6666666666666,0.9999998807907104
960,800.0,1.0
576,480.0,0
576,480.0,0.0006629228591918945
592,493.3333333333333,0.297482430934906
608,506.6666666666667,0.9683597087860107
624,520.0,0.9769691824913025
640,533.3333333333334,0.9803493618965149
656,546.6666666666666,0.9829095602035522
672,560.0,0.9854831695556641
688,573.3333333333334,0.98809415102005
704,586.6666666666666,0.9906788468360901
720,600.0,0.9928265810012817
736,613.3333333333334,0.9944750666618347
752,626.6666666666666,0.9960786700248718
768,640.0,0.9977351427078247
784,653.3333333333334,0.9990677833557129
800,666.6666666666666,0.9993360042572021
816,680.0,0.9993587136268616
832,693.3333333333334,0.9994133114814758
848,706.6666666666666,0.9999393820762634
864,720.0,0.9999898672103882
880,733.3333333333334,0.9999945759773254
896,746.6666666666666,0.999996542930603
912,760.0,0.9999977946281433
928,773.3333333333334,0.9999986886978149
944,786.6666666666666,0.9999994039535522
960,800.0,0.9999998211860657
976,813.3333333333334,1.0
576,480.0,0
576,480.0,0.000640869140625
592,493.3333333333333,0.2969570755958557
608,506.6666666666667,0.9683725237846375
624,520.0,0.9770494103431702
640,533.3333333333334,0.9804291725158691
656,546.6666666666666,0.9829712510108948
672,560.0,0.9855771064758301
688,573.3333333333334,0.9882107973098755
704,586.6666666666666,0.9907867908477783
720,600.0,0.9929021596908569
736,613.3333333333334,0.9945118427276611
752,626.6666666666666,0.9960883259773254
768,640.0,0.9977248907089233
784,653.3333333333334,0.9990564584732056
800,666.6666666666666,0.999330461025238
816,680.0,0.99935382604599
832,693.3333333333334,0.9994103312492371
848,706.6666666666666,0.9999404549598694
864,720.0,0.9999910593032837
880,733.3333333333334,0.9999954700469971
896,746.6666666666666,0.9999974370002747
912,760.0,0.9999980330467224
928,773.3333333333334,0.9999986886978149
