Test,PAT,Cache,HO,DO,WinSZ,SZ,TAvg,Avg,Med,Min,Max,95%,99.9%,TAvg(ns),Avg(ns),Med(ns),Min(ns),Max(ns),95%(ns),99.9%(ns),#outliers,#samples
LAT_DMA_WRRD,Seq,HWarm,0,0,8192,64,1170,942.0971832275391,944.0,928,1184,960.0,1136.0,975.0,785.0809860229492,786.6666666666666,773.3333333333334,986.6666666666666,800.0,946.6666666666666,0,2097152
LAT_DMA_WRRD,Seq,HWarm,1,0,8192,64,1192,963.7803802490234,960.0,928,1232,976.0,1168.0,993.3333333333334,803.1503168741862,800.0,773.3333333333334,1026.6666666666667,813.3333333333334,973.3333333333334,0,2097152
LAT_DMA_WRRD,Seq,HWarm,2,0,8192,64,1192,963.807731628418,960.0,928,1216,976.0,1168.0,993.3333333333334,803.1731096903483,800.0,773.3333333333334,1013.3333333333334,813.3333333333334,973.3333333333334,0,2097152
LAT_DMA_WRRD,Seq,HWarm,3,0,8192,64,1192,963.798942565918,960.0,928,1216,976.0,1168.0,993.3333333333334,803.1657854715983,800.0,773.3333333333334,1013.3333333333334,813.3333333333334,973.3333333333334,0,2097152
LAT_DMA_WRRD,Seq,HWarm,4,0,8192,64,1190,961.3803176879883,960.0,928,1216,976.0,1168.0,991.6666666666666,801.1502647399902,800.0,773.3333333333334,1013.3333333333334,813.3333333333334,973.3333333333334,0,2097152
LAT_DMA_WRRD,Seq,HWarm,6,0,8192,64,1192,963.4208221435547,960.0,928,1232,976.0,1168.0,993.3333333333334,802.8506851196289,800.0,773.3333333333334,1026.6666666666667,813.3333333333334,973.3333333333334,0,2097152
LAT_DMA_WRRD,Seq,HWarm,8,0,8192,64,1185,957.5789184570312,960.0,928,1216,976.0,1168.0,987.5,797.982432047526,800.0,773.3333333333334,1013.3333333333334,813.3333333333334,973.3333333333334,0,2097152
LAT_DMA_WRRD,Seq,HWarm,12,0,8192,64,1185,957.9999847412109,960.0,928,1232,976.0,1168.0,987.5,798.3333206176758,800.0,773.3333333333334,1026.6666666666667,813.3333333333334,973.3333333333334,0,2097152
LAT_DMA_WRRD,Seq,HWarm,16,0,8192,64,1184,956.8668518066406,960.0,928,1216,960.0,1168.0,986.6666666666666,797.3890431722006,800.0,773.3333333333334,1013.3333333333334,800.0,973.3333333333334,0,2097152
LAT_DMA_WRRD,Seq,HWarm,20,0,8192,64,1185,958.021240234375,960.0,944,1216,976.0,1168.0,987.5,798.3510335286459,800.0,786.6666666666666,1013.3333333333334,813.3333333333334,973.3333333333334,0,2097152
LAT_DMA_WRRD,Seq,HWarm,25,0,8192,64,1184,956.949104309082,960.0,928,1200,960.0,1168.0,986.6666666666666,797.457586924235,800.0,773.3333333333334,1000.0,800.0,973.3333333333334,0,2097152
LAT_DMA_WRRD,Seq,HWarm,32,0,8192,64,1182,955.2051391601562,960.0,928,1216,960.0,1168.0,985.0,796.0042826334635,800.0,773.3333333333334,1013.3333333333334,800.0,973.3333333333334,0,2097152
LAT_DMA_WRRD,Seq,HWarm,41,0,8192,64,1194,965.9202880859375,960.0,944,1248,976.0,1184.0,995.0,804.9335734049479,800.0,786.6666666666666,1040.0,813.3333333333334,986.6666666666666,0,2097152
LAT_DMA_WRRD,Seq,HWarm,48,0,8192,64,1188,960.0303344726562,960.0,944,1216,976.0,1184.0,990.0,800.0252787272135,800.0,786.6666666666666,1013.3333333333334,813.3333333333334,986.6666666666666,0,2097152
LAT_DMA_WRRD,Seq,HWarm,63,0,8192,64,1196,967.6564788818359,960.0,944,1232,976.0,1184.0,996.6666666666666,806.3803990681967,800.0,786.6666666666666,1026.6666666666667,813.3333333333334,986.6666666666666,0,2097152
LAT_DMA_WRRD,Seq,HWarm,0,0,8192,64,1170,942.0906372070312,944.0,928,1216,960.0,1136.0,975.0,785.0755310058594,786.6666666666666,773.3333333333334,1013.3333333333334,800.0,946.6666666666666,0,2097152
LAT_DMA_WRRD,Seq,HWarm,0,1,8192,64,1210,981.7925109863281,976.0,960,1232,992.0,1184.0,1008.3333333333334,818.1604258219401,813.3333333333334,800.0,1026.6666666666667,826.6666666666666,986.6666666666666,0,2097152
LAT_DMA_WRRD,Seq,HWarm,0,2,8192,64,1210,982.1522598266602,976.0,960,1248,992.0,1184.0,1008.3333333333334,818.4602165222168,813.3333333333334,800.0,1040.0,826.6666666666666,986.6666666666666,0,2097152
LAT_DMA_WRRD,Seq,HWarm,0,3,8192,64,1211,982.1943588256836,976.0,960,1248,992.0,1184.0,1009.1666666666666,818.495299021403,813.3333333333334,800.0,1040.0,826.6666666666666,986.6666666666666,0,2097152
LAT_DMA_WRRD,Seq,HWarm,0,4,8192,64,1210,982.193115234375,976.0,960,1232,992.0,1184.0,1008.3333333333334,818.4942626953125,813.3333333333334,800.0,1026.6666666666667,826.6666666666666,986.6666666666666,0,2097152
LAT_DMA_WRRD,Seq,HWarm,0,6,8192,64,1210,982.1490325927734,976.0,960,1248,992.0,1184.0,1008.3333333333334,818.4575271606445,813.3333333333334,800.0,1040.0,826.6666666666666,986.6666666666666,0,2097152
LAT_DMA_WRRD,Seq,HWarm,0,8,8192,64,1170,942.4782104492188,944.0,928,1200,960.0,1136.0,975.0,785.3985087076823,786.6666666666666,773.3333333333334,1000.0,800.0,946.6666666666666,0,2097152
LAT_DMA_WRRD,Seq,HWarm,0,12,8192,64,1210,982.1508941650391,976.0,960,1248,992.0,1184.0,1008.3333333333334,818.4590784708658,813.3333333333334,800.0,1040.0,826.6666666666666,986.6666666666666,0,2097152
