#        Test  PAT   Cache HO DO WinSZ   SZ     TAvg    Avg   Med   Min   Max   95% 99.9%   TAvg(ns) Avg(ns) Med(ns) Min(ns) Max(ns) 95%(ns) 99.9%(ns)    #outliers   #samples
  LAT_CMD_RD  Seq   HWarm  0  0  4096    4    738.0  506.4   512   464  2400   512   528      615.0   422.0     426     386    2000     426       440            2    2097152
  LAT_CMD_RD  Seq   HWarm  0  0  4096    8    740.0  508.9   512   464  2352   528   544      616.7   424.1     426     386    1960     440       453            1    2097152
  LAT_CMD_RD  Seq   HWarm  0  0  4096   16    744.0  512.3   512   480  2384   528   544      620.0   427.0     426     400    1986     440       453            2    2097152
  LAT_CMD_RD  Seq   HWarm  0  0  4096   24    748.0  516.4   512   480  2752   528   544      623.3   430.3     426     400    2293     440       453            2    2097152
  LAT_CMD_RD  Seq   HWarm  0  0  4096   32    750.0  519.5   528   480  2352   528   544      625.0   432.9     440     400    1960     440       453            1    2097152
  LAT_CMD_RD  Seq   HWarm  0  0  4096   48    759.0  526.9   528   496  2384   544   560      632.5   439.1     440     413    1986     453       466            2    2097152
  LAT_CMD_RD  Seq   HWarm  0  0  4096   64    757.0  525.9   528   496  2400   544   560      630.8   438.2     440     413    2000     453       466            2    2097152


LAT_CMD_WRRD  Seq   HWarm  0  0  4096    4    895.0  643.0   640   624  2512   656   672      745.8   535.8     533     520    2093     546       560            2    2097152
LAT_CMD_WRRD  Seq   HWarm  0  0  4096    8    899.0  643.1   640   624  2512   656   672      749.2   535.9     533     520    2093     546       560            1    2097152
LAT_CMD_WRRD  Seq   HWarm  0  0  4096   16    916.0  649.4   656   624  2512   656   672      763.3   541.2     546     520    2093     546       560            2    2097152
LAT_CMD_WRRD  Seq   HWarm  0  0  4096   24    931.0  655.3   656   640  2560   672   688      775.8   546.1     546     533    2133     560       573            2    2097152
LAT_CMD_WRRD  Seq   HWarm  0  0  4096   32    948.0  661.4   656   640  2672   672   688      790.0   551.1     546     533    2226     560       573            2    2097152
LAT_CMD_WRRD  Seq   HWarm  0  0  4096   48    983.0  675.9   672   656  2544   688   704      819.2   563.2     560     546    2120     573       586            2    2097152
LAT_CMD_WRRD  Seq   HWarm  0  0  4096   64    992.0  665.4   672   640  2544   672   688      826.7   554.5     560     533    2120     560       573            2    2097152
