"Payload(Bytes)" "PCIe Write BW" "PCIe Write Trans/s" "PCIe Read BW" "PCIe Read Trans/s" "PCIe Read/Write BW" "PCIe Read/Write Trans/s" "40G Ethernet BW" "40G Ethernet PPS" 
1368 52.37 4785446.9 53.22 4862631.5 49.99 4567926.6 39.42 3602305
1369 52.38 4782284.0 53.22 4859365.8 50.00 4565044.6 39.42 3599712
1370 52.38 4779125.3 53.22 4856104.5 50.00 4562166.3 39.42 3597122
1371 52.38 4775970.8 53.23 4852847.6 50.01 4559291.6 39.42 3594536
1372 52.39 4772820.4 53.23 4849595.0 50.01 4556420.5 39.43 3591954
1373 52.39 4769674.2 53.23 4846346.8 50.02 4553553.0 39.43 3589375
1374 52.39 4766532.1 53.24 4843102.9 50.02 4550689.1 39.43 3586800
1375 52.40 4763394.1 53.24 4839863.3 50.03 4547828.9 39.43 3584229
1376 52.40 4760260.3 53.24 4836628.1 50.03 4544972.2 39.43 3581661
1377 52.40 4757130.6 53.24 4833397.3 50.04 4542119.1 39.43 3579098
1378 52.41 4754005.1 53.25 4830170.7 50.04 4539269.6 39.43 3576537
1379 52.41 4750883.6 53.25 4826948.4 50.05 4536423.6 39.43 3573981
1380 52.42 4747766.2 53.25 4823730.5 50.05 4533581.3 39.43 3571428
1381 52.42 4744652.9 53.26 4820516.8 50.06 4530742.5 39.43 3568879
1382 52.42 4741543.7 53.26 4817307.4 50.06 4527907.2 39.43 3566333
1383 52.43 4738438.6 53.26 4814102.3 50.07 4525075.5 39.43 3563791
1384 52.43 4735337.5 53.27 4810901.4 50.07 4522247.3 39.43 3561253
1385 52.43 4732240.5 53.27 4807704.8 50.08 4519422.7 39.43 3558718
1386 52.44 4729147.5 53.27 4804512.4 50.08 4516601.6 39.43 3556187
1387 52.44 4726058.6 53.28 4801324.3 50.08 4513784.0 39.43 3553660
1388 52.44 4722973.7 53.28 4798140.4 50.09 4510969.9 39.43 3551136
1389 52.45 4719892.8 53.28 4794960.7 50.09 4508159.3 39.43 3548616
1390 52.45 4716816.0 53.28 4791785.2 50.10 4505352.2 39.43 3546099
1391 52.45 4713743.1 53.29 4788614.0 50.10 4502548.7 39.43 3543586
1392 52.46 4710674.3 53.29 4785446.9 50.11 4499748.6 39.43 3541076
1393 52.46 4707609.4 53.29 4782284.0 50.11 4496952.0 39.43 3538570
1394 52.47 4704548.6 53.30 4779125.3 50.12 4494158.8 39.43 3536067
1395 52.47 4701491.7 53.30 4775970.8 50.12 4491369.2 39.43 3533568
1396 52.47 4698438.8 53.30 4772820.4 50.13 4488582.9 39.44 3531073
1397 52.48 4695389.8 53.31 4769674.2 50.13 4485800.2 39.44 3528581
1398 52.48 4692344.8 53.31 4766532.1 50.14 4483020.9 39.44 3526093
1399 52.48 4689303.8 53.31 4763394.1 50.14 4480245.0 39.44 3523608
1400 52.49 4686266.6 53.31 4760260.3 50.15 4477472.6 39.44 3521126
1401 52.49 4683233.5 53.32 4757130.6 50.15 4474703.6 39.44 3518648
1402 52.49 4680204.2 53.32 4754005.1 50.16 4471938.0 39.44 3516174
1403 52.50 4677178.9 53.32 4750883.6 50.16 4469175.9 39.44 3513703
1404 52.50 4674157.4 53.33 4747766.2 50.17 4466417.1 39.44 3511235
1405 52.50 4671139.9 53.33 4744652.9 50.17 4463661.8 39.44 3508771
1406 52.51 4668126.3 53.33 4741543.7 50.18 4460909.8 39.44 3506311
1407 52.51 4665116.5 53.34 4738438.6 50.18 4458161.2 39.44 3503854
1408 52.51 4662110.6 53.34 4735337.5 50.19 4455416.1 39.44 3501400
1409 52.52 4659108.6 53.34 4732240.5 50.19 4452674.3 39.44 3498950
1410 52.52 4656110.5 53.34 4729147.5 50.20 4449935.9 39.44 3496503
1411 52.52 4653116.2 53.35 4726058.6 50.20 4447200.8 39.44 3494060
1412 52.53 4650125.8 53.35 4722973.7 50.20 4444469.1 39.44 3491620
1413 52.53 4647139.2 53.35 4719892.8 50.21 4441740.8 39.44 3489183
1414 52.53 4644156.4 53.36 4716816.0 50.21 4439015.8 39.44 3486750
1415 52.54 4641177.5 53.36 4713743.1 50.22 4436294.1 39.44 3484320
1416 52.54 4638202.4 53.36 4710674.3 50.22 4433575.8 39.44 3481894
1417 52.54 4635231.1 53.37 4707609.4 50.23 4430860.8 39.44 3479471
1418 52.55 4632263.6 53.37 4704548.6 50.23 4428149.1 39.44 3477051
1419 52.55 4629299.9 53.37 4701491.7 50.24 4425440.8 39.44 3474635
1420 52.56 4626340.0 53.37 4698438.8 50.24 4422735.8 39.44 3472222
1421 52.56 4623383.8 53.38 4695389.8 50.25 4420034.0 39.44 3469812
1422 52.56 4620431.5 53.38 4692344.8 50.25 4417335.6 39.45 3467406
1423 52.57 4617482.9 53.38 4689303.8 50.26 4414640.5 39.45 3465003
1424 52.57 4614538.1 53.39 4686266.6 50.26 4411948.6 39.45 3462603
1425 52.57 4611597.0 53.39 4683233.5 50.27 4409260.0 39.45 3460207
1426 52.58 4608659.7 53.39 4680204.2 50.27 4406574.7 39.45 3457814
1427 52.58 4605726.1 53.39 4677178.9 50.27 4403892.7 39.45 3455425
1428 52.58 4602796.2 53.40 4674157.4 50.28 4401213.9 39.45 3453038
1429 52.59 4599870.1 53.40 4671139.9 50.28 4398538.4 39.45 3450655
1430 52.59 4596947.7 53.40 4668126.3 50.29 4395866.2 39.45 3448275
1431 52.59 4594029.0 53.41 4665116.5 50.29 4393197.1 39.45 3445899
1432 52.60 4591114.0 53.41 4662110.6 50.30 4390531.4 39.45 3443526
1433 52.60 4588202.7 53.41 4659108.6 50.30 4387868.8 39.45 3441156
1434 52.60 4585295.1 53.41 4656110.5 50.31 4385209.5 39.45 3438789
1435 52.61 4582391.2 53.42 4653116.2 50.31 4382553.4 39.45 3436426
1436 52.61 4579491.0 53.42 4650125.8 50.32 4379900.5 39.45 3434065
1437 52.61 4576594.4 53.42 4647139.2 50.32 4377250.9 39.45 3431708
1438 52.62 4573701.5 53.43 4644156.4 50.33 4374604.4 39.45 3429355
1439 52.62 4570812.2 53.43 4641177.5 50.33 4371961.2 39.45 3427004
1440 52.62 4567926.6 53.43 4638202.4 50.33 4369321.1 39.45 3424657
1441 52.63 4565044.6 53.43 4635231.1 50.34 4366684.2 39.45 3422313
1442 52.63 4562166.3 53.44 4632263.6 50.34 4364050.5 39.45 3419972
1443 52.63 4559291.6 53.44 4629299.9 50.35 4361420.0 39.45 3417634
1444 52.64 4556420.5 53.44 4626340.0 50.35 4358792.6 39.45 3415300
1445 52.64 4553553.0 53.45 4623383.8 50.36 4356168.4 39.45 3412969
1446 52.64 4550689.1 53.45 4620431.5 50.36 4353547.4 39.45 3410641
1447 52.65 4547828.9 53.45 4617482.9 50.37 4350929.5 39.45 3408316
1448 52.65 4544972.2 53.45 4614538.1 50.37 4348314.7 39.46 3405994
1449 52.65 4542119.1 53.46 4611597.0 50.38 4345703.1 39.46 3403675
1450 52.66 4539269.6 53.46 4608659.7 50.38 4343094.7 39.46 3401360
1451 52.66 4536423.6 53.46 4605726.1 50.38 4340489.3 39.46 3399048
1452 52.66 4533581.3 53.47 4602796.2 50.39 4337887.1 39.46 3396739
1453 52.67 4530742.5 53.47 4599870.1 50.39 4335288.0 39.46 3394433
1454 52.67 4527907.2 53.47 4596947.7 50.40 4332692.0 39.46 3392130
1455 52.67 4525075.5 53.47 4594029.0 50.40 4330099.2 39.46 3389830
1456 52.68 4522247.3 53.48 4591114.0 50.41 4327509.4 39.46 3387533
1457 52.68 4519422.7 53.48 4588202.7 50.41 4324922.7 39.46 3385240
1458 52.68 4516601.6 53.48 4585295.1 50.42 4322339.1 39.46 3382949
1459 52.68 4513784.0 53.49 4582391.2 50.42 4319758.6 39.46 3380662
1460 52.69 4510969.9 53.49 4579491.0 50.42 4317181.2 39.46 3378378
1461 52.69 4508159.3 53.49 4576594.4 50.43 4314606.9 39.46 3376097
1462 52.69 4505352.2 53.49 4573701.5 50.43 4312035.6 39.46 3373819
1463 52.70 4502548.7 53.50 4570812.2 50.44 4309467.4 39.46 3371544
1464 52.70 4499748.6 53.50 4567926.6 50.44 4306902.2 39.46 3369272
1465 52.70 4496952.0 53.50 4565044.6 50.45 4304340.1 39.46 3367003
1466 52.71 4494158.8 53.51 4562166.3 50.45 4301781.0 39.46 3364737
1467 52.71 4491369.2 53.51 4559291.6 50.46 4299225.0 39.46 3362474
1468 52.71 4488582.9 53.51 4556420.5 50.46 4296672.0 39.46 3360215
1469 52.72 4485800.2 53.51 4553553.0 50.46 4294122.1 39.46 3357958
1470 52.72 4483020.9 53.52 4550689.1 50.47 4291575.2 39.46 3355704
1471 52.72 4480245.0 53.52 4547828.9 50.47 4289031.2 39.46 3353454
1472 52.73 4477472.6 53.52 4544972.2 50.48 4286490.3 39.46 3351206
1473 52.73 4474703.6 53.52 4542119.1 50.48 4283952.5 39.46 3348961
1474 52.73 4471938.0 53.53 4539269.6 50.49 4281417.6 39.46 3346720
1475 52.74 4469175.9 53.53 4536423.6 50.49 4278885.7 39.46 3344481
1476 52.74 4466417.1 53.53 4533581.3 50.50 4276356.8 39.47 3342245
1477 52.74 4463661.8 53.54 4530742.5 50.50 4273830.9 39.47 3340013
1478 52.75 4460909.8 53.54 4527907.2 50.50 4271308.0 39.47 3337783
1479 52.75 4458161.2 53.54 4525075.5 50.51 4268788.0 39.47 3335557
1480 52.75 4455416.1 53.54 4522247.3 50.51 4266271.1 39.47 3333333
1481 52.76 4452674.3 53.55 4519422.7 50.52 4263757.0 39.47 3331112
1482 52.76 4449935.9 53.55 4516601.6 50.52 4261246.0 39.47 3328894
1483 52.76 4447200.8 53.55 4513784.0 50.53 4258737.9 39.47 3326679
1484 52.76 4444469.1 53.55 4510969.9 50.53 4256232.8 39.47 3324468
1485 52.77 4441740.8 53.56 4508159.3 50.53 4253730.6 39.47 3322259
1486 52.77 4439015.8 53.56 4505352.2 50.54 4251231.3 39.47 3320053
1487 52.77 4436294.1 53.56 4502548.7 50.54 4248735.0 39.47 3317850
1488 52.78 4433575.8 53.57 4499748.6 50.55 4246241.6 39.47 3315649
1489 52.78 4430860.8 53.57 4496952.0 50.55 4243751.1 39.47 3313452
1490 52.78 4428149.1 53.57 4494158.8 50.56 4241263.6 39.47 3311258
1491 52.79 4425440.8 53.57 4491369.2 50.56 4238779.0 39.47 3309066
1492 52.79 4422735.8 53.58 4488582.9 50.56 4236297.3 39.47 3306878
1493 52.79 4420034.0 53.58 4485800.2 50.57 4233818.4 39.47 3304692
1494 52.80 4417335.6 53.58 4483020.9 50.57 4231342.5 39.47 3302509
1495 52.80 4414640.5 53.58 4480245.0 50.58 4228869.5 39.47 3300330
1496 52.80 4411948.6 53.59 4477472.6 50.58 4226399.4 39.47 3298153
1497 52.81 4409260.0 53.59 4474703.6 50.59 4223932.1 39.47 3295978
1498 52.81 4406574.7 53.59 4471938.0 50.59 4221467.7 39.47 3293807
1499 52.81 4403892.7 53.59 4469175.9 50.59 4219006.2 39.47 3291639
1500 52.81 4401213.9 53.60 4466417.1 50.60 4216547.6 39.47 3289473
1501 52.82 4398538.4 53.60 4463661.8 50.60 4214091.8 39.47 3287310
1502 52.82 4395866.2 53.60 4460909.8 50.61 4211638.9 39.47 3285151
1503 52.82 4393197.1 53.60 4458161.2 50.61 4209188.9 39.47 3282994
1504 52.83 4390531.4 53.61 4455416.1 50.62 4206741.7 39.48 3280839
1505 52.83 4387868.8 53.61 4452674.3 50.62 4204297.3 39.48 3278688
1506 52.83 4385209.5 53.61 4449935.9 50.62 4201855.8 39.48 3276539
1507 52.84 4382553.4 53.62 4447200.8 50.63 4199417.1 39.48 3274394
1508 52.84 4379900.5 53.62 4444469.1 50.63 4196981.3 39.48 3272251
1509 52.84 4377250.9 53.62 4441740.8 50.64 4194548.2 39.48 3270111
1510 52.85 4374604.4 53.62 4439015.8 50.64 4192118.0 39.48 3267973
1511 52.85 4371961.2 53.63 4436294.1 50.64 4189690.6 39.48 3265839
1512 52.85 4369321.1 53.63 4433575.8 50.65 4187266.0 39.48 3263707
1513 52.85 4366684.2 53.63 4430860.8 50.65 4184844.2 39.48 3261578
1514 52.86 4364050.5 53.63 4428149.1 50.66 4182425.3 39.48 3259452
1515 52.86 4361420.0 53.64 4425440.8 50.66 4180009.1 39.48 3257328
1516 52.86 4358792.6 53.64 4422735.8 50.67 4177595.7 39.48 3255208
1517 52.87 4356168.4 53.64 4420034.0 50.67 4175185.1 39.48 3253090
1518 52.87 4353547.4 53.64 4417335.6 50.67 4172777.2 39.48 3250975
1519 52.87 4350929.5 53.65 4414640.5 50.68 4170372.2 39.48 3248862
1520 52.88 4348314.7 53.65 4411948.6 50.68 4167969.9 39.48 3246753
1521 52.88 4345703.1 53.65 4409260.0 50.69 4165570.4 39.48 3244646
1522 52.88 4343094.7 53.65 4406574.7 50.69 4163173.6 39.48 3242542
1523 52.88 4340489.3 53.66 4403892.7 50.69 4160779.6 39.48 3240440
1524 52.89 4337887.1 53.66 4401213.9 50.70 4158388.3 39.48 3238341
1525 52.89 4335288.0 53.66 4398538.4 50.70 4155999.8 39.48 3236245
1526 52.89 4332692.0 53.66 4395866.2 50.71 4153614.1 39.48 3234152
1527 52.90 4330099.2 53.67 4393197.1 50.71 4151231.0 39.48 3232062
1528 52.90 4327509.4 53.67 4390531.4 50.72 4148850.7 39.48 3229974
1529 52.90 4324922.7 53.67 4387868.8 50.72 4146473.2 39.48 3227888
1530 52.91 4322339.1 53.67 4385209.5 50.72 4144098.3 39.48 3225806
1531 52.91 4319758.6 53.68 4382553.4 50.73 4141726.2 39.48 3223726
1532 52.91 4317181.2 53.68 4379900.5 50.73 4139356.8 39.48 3221649
1533 52.91 4314606.9 53.68 4377250.9 50.74 4136990.1 39.48 3219575
1534 52.92 4312035.6 53.69 4374604.4 50.74 4134626.1 39.49 3217503
1535 52.92 4309467.4 53.69 4371961.2 50.74 4132264.8 39.49 3215434
1536 52.92 4306902.2 53.69 4369321.1 50.75 4129906.2 39.49 3213367
1537 52.18 4243751.1 53.05 4314606.9 49.40 4017543.4 39.49 3211303
1538 52.18 4241263.6 53.06 4312035.6 49.40 4015313.9 39.49 3209242
1539 52.19 4238779.0 53.06 4309467.4 49.41 4013086.9 39.49 3207184
1540 52.19 4236297.3 53.06 4306902.2 49.41 4010862.4 39.49 3205128
1541 52.19 4233818.4 53.06 4304340.1 49.42 4008640.3 39.49 3203074
1542 52.20 4231342.5 53.07 4301781.0 49.42 4006420.7 39.49 3201024
1543 52.20 4228869.5 53.07 4299225.0 49.43 4004203.5 39.49 3198976
1544 52.20 4226399.4 53.07 4296672.0 49.43 4001988.8 39.49 3196930
1545 52.21 4223932.1 53.08 4294122.1 49.44 3999776.5 39.49 3194888
1546 52.21 4221467.7 53.08 4291575.2 49.44 3997566.7 39.49 3192848
1547 52.21 4219006.2 53.08 4289031.2 49.45 3995359.3 39.49 3190810
1548 52.22 4216547.6 53.08 4286490.3 49.45 3993154.4 39.49 3188775
1549 52.22 4214091.8 53.09 4283952.5 49.46 3990951.8 39.49 3186743
1550 52.22 4211638.9 53.09 4281417.6 49.46 3988751.8 39.49 3184713
1551 52.23 4209188.9 53.09 4278885.7 49.47 3986554.1 39.49 3182686
1552 52.23 4206741.7 53.10 4276356.8 49.47 3984358.9 39.49 3180661
1553 52.23 4204297.3 53.10 4273830.9 49.47 3982166.0 39.49 3178639
1554 52.24 4201855.8 53.10 4271308.0 49.48 3979975.6 39.49 3176620
1555 52.24 4199417.1 53.10 4268788.0 49.48 3977787.6 39.49 3174603
1556 52.24 4196981.3 53.11 4266271.1 49.49 3975602.0 39.49 3172588
1557 52.25 4194548.2 53.11 4263757.0 49.49 3973418.8 39.49 3170577
1558 52.25 4192118.0 53.11 4261246.0 49.50 3971238.0 39.49 3168567
1559 52.25 4189690.6 53.11 4258737.9 49.50 3969059.6 39.49 3166561
1560 52.26 4187266.0 53.12 4256232.8 49.51 3966883.6 39.49 3164556
1561 52.26 4184844.2 53.12 4253730.6 49.51 3964710.0 39.49 3162555
1562 52.26 4182425.3 53.12 4251231.3 49.52 3962538.7 39.49 3160556
1563 52.27 4180009.1 53.13 4248735.0 49.52 3960369.8 39.49 3158559
1564 52.27 4177595.7 53.13 4246241.6 49.53 3958203.3 39.49 3156565
1565 52.27 4175185.1 53.13 4243751.1 49.53 3956039.2 39.50 3154574
1566 52.28 4172777.2 53.13 4241263.6 49.53 3953877.4 39.50 3152585
1567 52.28 4170372.2 53.14 4238779.0 49.54 3951718.0 39.50 3150598
1568 52.28 4167969.9 53.14 4236297.3 49.54 3949561.0 39.50 3148614
1569 52.29 4165570.4 53.14 4233818.4 49.55 3947406.3 39.50 3146633
1570 52.29 4163173.6 53.15 4231342.5 49.55 3945253.9 39.50 3144654
1571 52.29 4160779.6 53.15 4228869.5 49.56 3943103.9 39.50 3142677
1572 52.30 4158388.3 53.15 4226399.4 49.56 3940956.3 39.50 3140703
1573 52.30 4155999.8 53.15 4223932.1 49.57 3938810.9 39.50 3138731
1574 52.30 4153614.1 53.16 4221467.7 49.57 3936668.0 39.50 3136762
1575 52.31 4151231.0 53.16 4219006.2 49.58 3934527.3 39.50 3134796
1576 52.31 4148850.7 53.16 4216547.6 49.58 3932389.0 39.50 3132832
1577 52.31 4146473.2 53.16 4214091.8 49.58 3930253.0 39.50 3130870
1578 52.32 4144098.3 53.17 4211638.9 49.59 3928119.3 39.50 3128911
1579 52.32 4141726.2 53.17 4209188.9 49.59 3925987.9 39.50 3126954
1580 52.32 4139356.8 53.17 4206741.7 49.60 3923858.8 39.50 3125000
1581 52.32 4136990.1 53.18 4204297.3 49.60 3921732.1 39.50 3123048
1582 52.33 4134626.1 53.18 4201855.8 49.61 3919607.6 39.50 3121098
1583 52.33 4132264.8 53.18 4199417.1 49.61 3917485.5 39.50 3119151
1584 52.33 4129906.2 53.18 4196981.3 49.62 3915365.6 39.50 3117206
1585 52.34 4127550.3 53.19 4194548.2 49.62 3913248.1 39.50 3115264
1586 52.34 4125197.1 53.19 4192118.0 49.62 3911132.8 39.50 3113325
1587 52.34 4122846.6 53.19 4189690.6 49.63 3909019.8 39.50 3111387
1588 52.35 4120498.7 53.20 4187266.0 49.63 3906909.1 39.50 3109452
1589 52.35 4118153.5 53.20 4184844.2 49.64 3904800.7 39.50 3107520
1590 52.35 4115811.0 53.20 4182425.3 49.64 3902694.6 39.50 3105590
1591 52.36 4113471.1 53.20 4180009.1 49.65 3900590.7 39.50 3103662
1592 52.36 4111133.9 53.21 4177595.7 49.65 3898489.1 39.50 3101736
1593 52.36 4108799.4 53.21 4175185.1 49.66 3896389.7 39.50 3099814
1594 52.37 4106467.5 53.21 4172777.2 49.66 3894292.6 39.50 3097893
1595 52.37 4104138.2 53.21 4170372.2 49.66 3892197.8 39.50 3095975
1596 52.37 4101811.6 53.22 4167969.9 49.67 3890105.2 39.50 3094059
1597 52.38 4099487.7 53.22 4165570.4 49.67 3888014.9 39.51 3092145
1598 52.38 4097166.3 53.22 4163173.6 49.68 3885926.8 39.51 3090234
1599 52.38 4094847.6 53.22 4160779.6 49.68 3883841.0 39.51 3088326
1600 52.38 4092531.5 53.23 4158388.3 49.69 3881757.4 39.51 3086419
1601 52.39 4090218.0 53.23 4155999.8 49.69 3879676.0 39.51 3084515
1602 52.39 4087907.2 53.23 4153614.1 49.70 3877596.8 39.51 3082614
1603 52.39 4085598.9 53.24 4151231.0 49.70 3875519.9 39.51 3080714
1604 52.40 4083293.3 53.24 4148850.7 49.70 3873445.2 39.51 3078817
1605 52.40 4080990.2 53.24 4146473.2 49.71 3871372.8 39.51 3076923
1606 52.40 4078689.8 53.24 4144098.3 49.71 3869302.5 39.51 3075030
1607 52.41 4076391.9 53.25 4141726.2 49.72 3867234.5 39.51 3073140
1608 52.41 4074096.7 53.25 4139356.8 49.72 3865168.6 39.51 3071253
1609 52.41 4071804.0 53.25 4136990.1 49.73 3863105.0 39.51 3069367
1610 52.42 4069513.9 53.25 4134626.1 49.73 3861043.6 39.51 3067484
1611 52.42 4067226.4 53.26 4132264.8 49.73 3858984.4 39.51 3065603
1612 52.42 4064941.4 53.26 4129906.2 49.74 3856927.3 39.51 3063725
1613 52.42 4062659.0 53.26 4127550.3 49.74 3854872.5 39.51 3061849
1614 52.43 4060379.2 53.26 4125197.1 49.75 3852819.9 39.51 3059975
1615 52.43 4058101.9 53.27 4122846.6 49.75 3850769.4 39.51 3058103
1616 52.43 4055827.2 53.27 4120498.7 49.76 3848721.1 39.51 3056234
1617 52.44 4053555.0 53.27 4118153.5 49.76 3846675.0 39.51 3054367
1618 52.44 4051285.4 53.28 4115811.0 49.76 3844631.1 39.51 3052503
1619 52.44 4049018.3 53.28 4113471.1 49.77 3842589.3 39.51 3050640
1620 52.45 4046753.7 53.28 4111133.9 49.77 3840549.7 39.51 3048780
1621 52.45 4044491.7 53.28 4108799.4 49.78 3838512.3 39.51 3046922
1622 52.45 4042232.2 53.29 4106467.5 49.78 3836477.0 39.51 3045066
1623 52.46 4039975.3 53.29 4104138.2 49.79 3834443.9 39.51 3043213
1624 52.46 4037720.8 53.29 4101811.6 49.79 3832413.0 39.51 3041362
1625 52.46 4035468.9 53.29 4099487.7 49.79 3830384.2 39.51 3039513
1626 52.46 4033219.5 53.30 4097166.3 49.80 3828357.5 39.51 3037667
1627 52.47 4030972.5 53.30 4094847.6 49.80 3826333.0 39.51 3035822
1628 52.47 4028728.1 53.30 4092531.5 49.81 3824310.6 39.51 3033980
1629 52.47 4026486.2 53.30 4090218.0 49.81 3822290.4 39.51 3032140
1630 52.48 4024246.8 53.31 4087907.2 49.82 3820272.3 39.52 3030303
1631 52.48 4022009.8 53.31 4085598.9 49.82 3818256.3 39.52 3028467
1632 52.48 4019775.4 53.31 4083293.3 49.82 3816242.5 39.52 3026634
1633 52.49 4017543.4 53.31 4080990.2 49.83 3814230.7 39.52 3024803
1634 52.49 4015313.9 53.32 4078689.8 49.83 3812221.1 39.52 3022974
1635 52.49 4013086.9 53.32 4076391.9 49.84 3810213.6 39.52 3021148
1636 52.49 4010862.4 53.32 4074096.7 49.84 3808208.3 39.52 3019323
1637 52.50 4008640.3 53.32 4071804.0 49.85 3806205.0 39.52 3017501
1638 52.50 4006420.7 53.33 4069513.9 49.85 3804203.8 39.52 3015681
1639 52.50 4004203.5 53.33 4067226.4 49.85 3802204.8 39.52 3013863
1640 52.51 4001988.8 53.33 4064941.4 49.86 3800207.8 39.52 3012048
1641 52.51 3999776.5 53.33 4062659.0 49.86 3798213.0 39.52 3010234
1642 52.51 3997566.7 53.34 4060379.2 49.87 3796220.2 39.52 3008423
1643 52.52 3995359.3 53.34 4058101.9 49.87 3794229.5 39.52 3006614
1644 52.52 3993154.4 53.34 4055827.2 49.88 3792240.9 39.52 3004807
1645 52.52 3990951.8 53.34 4053555.0 49.88 3790254.4 39.52 3003003
1646 52.52 3988751.8 53.35 4051285.4 49.88 3788270.0 39.52 3001200
1647 52.53 3986554.1 53.35 4049018.3 49.89 3786287.7 39.52 2999400
1648 52.53 3984358.9 53.35 4046753.7 49.89 3784307.4 39.52 2997601
1649 52.53 3982166.0 53.35 4044491.7 49.90 3782329.2 39.52 2995805
1650 52.54 3979975.6 53.36 4042232.2 49.90 3780353.0 39.52 2994011
1651 52.54 3977787.6 53.36 4039975.3 49.90 3778379.0 39.52 2992220
1652 52.54 3975602.0 53.36 4037720.8 49.91 3776406.9 39.52 2990430
1653 52.54 3973418.8 53.37 4035468.9 49.91 3774437.0 39.52 2988643
1654 52.55 3971238.0 53.37 4033219.5 49.92 3772469.1 39.52 2986857
1655 52.55 3969059.6 53.37 4030972.5 49.92 3770503.2 39.52 2985074
1656 52.55 3966883.6 53.37 4028728.1 49.93 3768539.4 39.52 2983293
1657 52.56 3964710.0 53.38 4026486.2 49.93 3766577.7 39.52 2981514
1658 52.56 3962538.7 53.38 4024246.8 49.93 3764618.0 39.52 2979737
1659 52.56 3960369.8 53.38 4022009.8 49.94 3762660.3 39.52 2977963
1660 52.56 3958203.3 53.38 4019775.4 49.94 3760704.6 39.52 2976190
1661 52.57 3956039.2 53.39 4017543.4 49.95 3758751.0 39.52 2974419
1662 52.57 3953877.4 53.39 4015313.9 49.95 3756799.4 39.52 2972651
1663 52.57 3951718.0 53.39 4013086.9 49.95 3754849.9 39.52 2970885
1664 52.58 3949561.0 53.39 4010862.4 49.96 3752902.3 39.52 2969121
1665 52.58 3947406.3 53.40 4008640.3 49.96 3750956.8 39.53 2967359
1666 52.58 3945253.9 53.40 4006420.7 49.97 3749013.3 39.53 2965599
1667 52.59 3943103.9 53.40 4004203.5 49.97 3747071.8 39.53 2963841
1668 52.59 3940956.3 53.40 4001988.8 49.98 3745132.4 39.53 2962085
1669 52.59 3938810.9 53.41 3999776.5 49.98 3743194.9 39.53 2960331
1670 52.59 3936668.0 53.41 3997566.7 49.98 3741259.4 39.53 2958579
1671 52.60 3934527.3 53.41 3995359.3 49.99 3739325.9 39.53 2956830
1672 52.60 3932389.0 53.41 3993154.4 49.99 3737394.5 39.53 2955082
1673 52.60 3930253.0 53.41 3990951.8 50.00 3735465.0 39.53 2953337
1674 52.61 3928119.3 53.42 3988751.8 50.00 3733537.5 39.53 2951593
1675 52.61 3925987.9 53.42 3986554.1 50.00 3731612.0 39.53 2949852
1676 52.61 3923858.8 53.42 3984358.9 50.01 3729688.5 39.53 2948113
1677 52.61 3921732.1 53.42 3982166.0 50.01 3727767.0 39.53 2946375
1678 52.62 3919607.6 53.43 3979975.6 50.02 3725847.4 39.53 2944640
1679 52.62 3917485.5 53.43 3977787.6 50.02 3723929.9 39.53 2942907
1680 52.62 3915365.6 53.43 3975602.0 50.02 3722014.3 39.53 2941176
1681 52.63 3913248.1 53.43 3973418.8 50.03 3720100.6 39.53 2939447
1682 52.63 3911132.8 53.44 3971238.0 50.03 3718189.0 39.53 2937720
1683 52.63 3909019.8 53.44 3969059.6 50.04 3716279.3 39.53 2935995
1684 52.63 3906909.1 53.44 3966883.6 50.04 3714371.5 39.53 2934272
1685 52.64 3904800.7 53.44 3964710.0 50.04 3712465.7 39.53 2932551
1686 52.64 3902694.6 53.45 3962538.7 50.05 3710561.9 39.53 2930832
1687 52.64 3900590.7 53.45 3960369.8 50.05 3708660.0 39.53 2929115
1688 52.65 3898489.1 53.45 3958203.3 50.06 3706760.1 39.53 2927400
1689 52.65 3896389.7 53.45 3956039.2 50.06 3704862.1 39.53 2925687
1690 52.65 3894292.6 53.46 3953877.4 50.06 3702966.1 39.53 2923976
1691 52.65 3892197.8 53.46 3951718.0 50.07 3701072.0 39.53 2922267
1692 52.66 3890105.2 53.46 3949561.0 50.07 3699179.8 39.53 2920560
1693 52.66 3888014.9 53.46 3947406.3 50.08 3697289.6 39.53 2918855
1694 52.66 3885926.8 53.47 3945253.9 50.08 3695401.3 39.53 2917152
1695 52.66 3883841.0 53.47 3943103.9 50.08 3693514.9 39.53 2915451
1696 52.67 3881757.4 53.47 3940956.3 50.09 3691630.5 39.53 2913752
1697 52.67 3879676.0 53.47 3938810.9 50.09 3689747.9 39.53 2912055
1698 52.67 3877596.8 53.48 3936668.0 50.10 3687867.3 39.53 2910360
1699 52.68 3875519.9 53.48 3934527.3 50.10 3685988.6 39.53 2908667
1700 52.68 3873445.2 53.48 3932389.0 50.10 3684111.9 39.53 2906976
1701 52.68 3871372.8 53.48 3930253.0 50.11 3682237.0 39.54 2905287
1702 52.68 3869302.5 53.49 3928119.3 50.11 3680364.0 39.54 2903600
1703 52.69 3867234.5 53.49 3925987.9 50.12 3678493.0 39.54 2901915
1704 52.69 3865168.6 53.49 3923858.8 50.12 3676623.8 39.54 2900232
1705 52.69 3863105.0 53.49 3921732.1 50.12 3674756.6 39.54 2898550
