#  cycles       ns        cdf
#test=LAT_DMA_RD trans_sz=64 win_sz=8192 cache=cold
     720      600 0.00000000
     720      600 0.00140160
     736      613 0.50004172
     752      627 0.95737755
     768      640 0.97458500
     784      653 0.97763139
     800      667 0.98027855
     816      680 0.98295683
     832      693 0.98555940
     848      707 0.98801714
     864      720 0.98987961
     880      733 0.99134570
     896      747 0.99372506
     912      760 0.99584645
     928      773 0.99774742
     944      787 0.99903083
     960      800 0.99923253
     976      813 0.99924862
     992      827 0.99942642
    1008      840 0.99993396
    1024      853 0.99999148
    1040      867 0.99999529
    1056      880 0.99999684
    1072      893 0.99999768
    1088      907 0.99999857
    1104      920 0.99999958
    1120      933 0.99999994
    1136      947 1.00000000


#test=LAT_DMA_RD trans_sz=64 win_sz=8192 cache=hwarm
     640      533 0.00000000
     640      533 0.00205362
     656      547 0.02013510
     672      560 0.46331102
     688      573 0.98380089
     704      587 0.99928772
     720      600 0.99997866
     736      613 0.99999958
     752      627 0.99999970
     768      640 0.99999982
     784      653 0.99999994
     800      667 1.00000000


#test=LAT_DMA_RD trans_sz=64 win_sz=67108864 cache=cold
     720      600 0.00000000
     720      600 0.00116837
     736      613 0.48980415
     752      627 0.95681328
     768      640 0.97465634
     784      653 0.97782642
     800      667 0.98043162
     816      680 0.98307008
     832      693 0.98560995
     848      707 0.98817718
     864      720 0.99072319
     880      733 0.99248075
     896      747 0.99452251
     912      760 0.99638587
     928      773 0.99802995
     944      787 0.99915695
     960      800 0.99936104
     976      813 0.99938214
     992      827 0.99951982
    1008      840 0.99993968
    1024      853 0.99999261
    1040      867 0.99999607
    1056      880 0.99999744
    1072      893 0.99999827
    1088      907 0.99999905
    1104      920 0.99999952
    1120      933 0.99999994
    1136      947 1.00000000


#test=LAT_DMA_RD trans_sz=64 win_sz=67108864 cache=hwarm
     640      533 0.00000000
     640      533 0.00056857
     656      547 0.00542182
     672      560 0.11413336
     688      573 0.21354908
     704      587 0.21708995
     720      600 0.21809661
     736      613 0.58576161
     752      627 0.96650869
     768      640 0.98083514
     784      653 0.98327488
     800      667 0.98525482
     816      680 0.98726267
     832      693 0.98917884
     848      707 0.99108136
     864      720 0.99284673
     880      733 0.99413192
     896      747 0.99551535
     912      760 0.99692994
     928      773 0.99834776
     944      787 0.99929929
     960      800 0.99946862
     976      813 0.99948847
     992      827 0.99959958
    1008      840 0.99994886
    1024      853 0.99999410
    1040      867 0.99999726
    1056      880 0.99999833
    1072      893 0.99999887
    1088      907 0.99999917
    1104      920 0.99999964
    1120      933 1.00000000


#test=LAT_DMA_RD trans_sz=2048 win_sz=8192 cache=cold
    1408     1173 0.00000000
    1408     1173 0.00000399
    1424     1187 0.12417012
    1440     1200 0.79617959
    1456     1213 0.89791083
    1472     1227 0.93169111
    1488     1240 0.94113564
    1504     1253 0.94602573
    1520     1267 0.95098656
    1536     1280 0.95548838
    1552     1293 0.96006072
    1568     1307 0.96551669
    1584     1320 0.97388422
    1600     1333 0.98396438
    1616     1347 0.99153954
    1632     1360 0.99477750
    1648     1373 0.99653649
    1664     1387 0.99782467
    1680     1400 0.99833173
    1696     1413 0.99893701
    1712     1427 0.99927324
    1728     1440 0.99936992
    1744     1453 0.99959219
    1760     1467 0.99983752
    1776     1480 0.99996549
    1792     1493 0.99998373
    1808     1507 0.99999410
    1824     1520 0.99999768
    1840     1533 0.99999869
    1856     1547 0.99999934
    1872     1560 0.99999982
    1888     1573 0.99999988
    1904     1587 1.00000000


